drug_id	group_name_en	group_name_fr	related_drug_id	tier	structural_relation	rationale_en	rationale_fr	source_ids	panel_drug_ids	panel_rationale_en	panel_rationale_fr
tramadol	Opioids & Analgesics	Opioides & Antalgiques	alfentanil	lower-expected	structurally-distinct	Completely different chemical class from cyclohexanol derivatives. No structural basis for cross-reactivity.	Classe chimique completement differente des derives du cyclohexanol. Aucune base structurelle pour une reactivite croisee.				
tramadol	Opioids & Analgesics	Opioides & Antalgiques	remifentanil	lower-expected	structurally-distinct	Completely different chemical class from cyclohexanol derivatives. No structural basis for cross-reactivity.	Classe chimique completement differente des derives du cyclohexanol. Aucune base structurelle pour une reactivite croisee.				
tramadol	Opioids & Analgesics	Opioides & Antalgiques	sufentanil	lower-expected	structurally-distinct	Completely different chemical class from cyclohexanol derivatives. No structural basis for cross-reactivity.	Classe chimique completement differente des derives du cyclohexanol. Aucune base structurelle pour une reactivite croisee.				
tramadol	Opioids & Analgesics	Opioides & Antalgiques	morphine	lower-expected	structurally-distinct	Completely different chemical class from cyclohexanol derivatives. No structural basis for cross-reactivity.	Classe chimique completement differente des derives du cyclohexanol. Aucune base structurelle pour une reactivite croisee.				
tramadol	Opioids & Analgesics	Opioides & Antalgiques	oxycodone	lower-expected	structurally-distinct	Completely different chemical class from cyclohexanol derivatives. No structural basis for cross-reactivity.	Classe chimique completement differente des derives du cyclohexanol. Aucune base structurelle pour une reactivite croisee.				
bleu-patente-v	Surgical Dyes	Colorants chirurgicaux	bleu-de-methylene	higher-concern	structurally-related	Both are aromatic dyes with shared ring epitopes. Confirmed cross-reactivity on skin testing in multiple published case reports.	Les deux sont des colorants aromatiques avec des epitopes cycliques partages. Reactivite croisee confirmee aux tests cutanes dans de multiples cas rapportes publies.		bleu-de-methylene		
bleu-de-methylene	Surgical Dyes	Colorants chirurgicaux	bleu-patente-v	higher-concern	structurally-related	Both are aromatic dyes with shared ring epitopes. Cross-sensitization documented in multiple case reports with positive skin tests.	Les deux sont des colorants aromatiques avec des epitopes cycliques partages. Sensibilisation croisee documentee dans de multiples cas rapportes avec tests cutanes positifs.		bleu-patente-v		
lidocaine	Local Anesthetics	Anesthesiques locaux	bupivacaine	uncertain	structurally-related	Both amide-type local anesthetics. Cross-reactivity within the amide class is selective and not universal; some patients tolerate structurally different amides.	Les deux sont des anesthesiques locaux de type amide. La reactivite croisee au sein de la classe amide est selective et non universelle; certains patients tolerent des amides structurellement differents.		bupivacaine; ropivacaine; mepivacaine; articaine; prilocaine; levobupivacaine; chloroprocaine		
lidocaine	Local Anesthetics	Anesthesiques locaux	ropivacaine	uncertain	structurally-related	Both amide-type local anesthetics. Cross-reactivity within the amide class is selective and not universal; some patients tolerate structurally different amides.	Les deux sont des anesthesiques locaux de type amide. La reactivite croisee au sein de la classe amide est selective et non universelle; certains patients tolerent des amides structurellement differents.				
lidocaine	Local Anesthetics	Anesthesiques locaux	mepivacaine	higher-concern	structurally-related	Both share a xylidine ring structure. Confirmed cross-reactivity in published case reports.	Les deux partagent une structure de cycle xylidine. Reactivite croisee confirmee dans des cas rapportes publies.				
lidocaine	Local Anesthetics	Anesthesiques locaux	articaine	lower-expected	structurally-related	Articaine has a unique thiophene ring differing from the xylidine structure of other amides. Often tolerated in patients allergic to other amide local anesthetics.	L'articaine possede un cycle thiophene unique different de la structure xylidine des autres amides. Souvent toleree chez les patients allergiques a d'autres anesthesiques locaux de type amide.				
lidocaine	Local Anesthetics	Anesthesiques locaux	prilocaine	higher-concern	structurally-related	Close structural homology (xylidine/toluidine ring). Published cross-reactivity between these agents.	Homologie structurelle etroite (cycle xylidine/toluidine). Reactivite croisee publiee entre ces agents.				
lidocaine	Local Anesthetics	Anesthesiques locaux	levobupivacaine	uncertain	structurally-related	Both amide-type local anesthetics. Cross-reactivity within the amide class is selective and not universal; some patients tolerate structurally different amides.	Les deux sont des anesthesiques locaux de type amide. La reactivite croisee au sein de la classe amide est selective et non universelle; certains patients tolerent des amides structurellement differents.				
lidocaine	Local Anesthetics	Anesthesiques locaux	chloroprocaine	lower-expected	structurally-distinct	Ester-type local anesthetic with entirely different metabolic pathway (plasma cholinesterase) from amide agents (hepatic metabolism). No expected cross-reactivity between amide and ester classes.	Anesthesique local de type ester avec une voie metabolique entierement differente (cholinesterase plasmatique) des agents amides (metabolisme hepatique). Aucune reactivite croisee attendue entre les classes amide et ester.				
bupivacaine	Local Anesthetics	Anesthesiques locaux	lidocaine	uncertain	structurally-related	Both amide-type local anesthetics. Cross-reactivity within the amide class is selective and not universal; some patients tolerate structurally different amides.	Les deux sont des anesthesiques locaux de type amide. La reactivite croisee au sein de la classe amide est selective et non universelle; certains patients tolerent des amides structurellement differents.		lidocaine; ropivacaine; mepivacaine; articaine; prilocaine; levobupivacaine; chloroprocaine		
bupivacaine	Local Anesthetics	Anesthesiques locaux	ropivacaine	higher-concern	structurally-related	Both pipecoloxylidide local anesthetics with very similar molecular structure. Higher concern for cross-reactivity within this subgroup.	Les deux sont des anesthesiques locaux pipecoloxylidides avec une structure moleculaire tres similaire. Preoccupation plus elevee de reactivite croisee au sein de ce sous-groupe.				
bupivacaine	Local Anesthetics	Anesthesiques locaux	mepivacaine	uncertain	structurally-related	Both amide-type local anesthetics. Cross-reactivity within the amide class is selective and not universal; some patients tolerate structurally different amides.	Les deux sont des anesthesiques locaux de type amide. La reactivite croisee au sein de la classe amide est selective et non universelle; certains patients tolerent des amides structurellement differents.				
bupivacaine	Local Anesthetics	Anesthesiques locaux	articaine	lower-expected	structurally-related	Articaine has a unique thiophene ring differing from the xylidine structure of other amides. Often tolerated in patients allergic to other amide local anesthetics.	L'articaine possede un cycle thiophene unique different de la structure xylidine des autres amides. Souvent toleree chez les patients allergiques a d'autres anesthesiques locaux de type amide.				
bupivacaine	Local Anesthetics	Anesthesiques locaux	prilocaine	uncertain	structurally-related	Both amide-type local anesthetics. Cross-reactivity within the amide class is selective and not universal; some patients tolerate structurally different amides.	Les deux sont des anesthesiques locaux de type amide. La reactivite croisee au sein de la classe amide est selective et non universelle; certains patients tolerent des amides structurellement differents.				
bupivacaine	Local Anesthetics	Anesthesiques locaux	levobupivacaine	higher-concern	structurally-related	Levobupivacaine is the S-enantiomer of bupivacaine; essentially identical molecular structure. Cross-reactivity is expected.	La levobupivacaine est l'enantiomere S de la bupivacaine; structure moleculaire essentiellement identique. La reactivite croisee est attendue.				
bupivacaine	Local Anesthetics	Anesthesiques locaux	chloroprocaine	lower-expected	structurally-distinct	Ester-type local anesthetic with entirely different metabolic pathway (plasma cholinesterase) from amide agents (hepatic metabolism). No expected cross-reactivity between amide and ester classes.	Anesthesique local de type ester avec une voie metabolique entierement differente (cholinesterase plasmatique) des agents amides (metabolisme hepatique). Aucune reactivite croisee attendue entre les classes amide et ester.				
ropivacaine	Local Anesthetics	Anesthesiques locaux	lidocaine	uncertain	structurally-related	Both amide-type local anesthetics. Cross-reactivity within the amide class is selective and not universal; some patients tolerate structurally different amides.	Les deux sont des anesthesiques locaux de type amide. La reactivite croisee au sein de la classe amide est selective et non universelle; certains patients tolerent des amides structurellement differents.		lidocaine; bupivacaine; mepivacaine; articaine; prilocaine; levobupivacaine; chloroprocaine		
ropivacaine	Local Anesthetics	Anesthesiques locaux	bupivacaine	higher-concern	structurally-related	Both pipecoloxylidide local anesthetics with very similar molecular structure. Higher concern for cross-reactivity within this subgroup.	Les deux sont des anesthesiques locaux pipecoloxylidides avec une structure moleculaire tres similaire. Preoccupation plus elevee de reactivite croisee au sein de ce sous-groupe.				
ropivacaine	Local Anesthetics	Anesthesiques locaux	mepivacaine	uncertain	structurally-related	Both amide-type local anesthetics. Cross-reactivity within the amide class is selective and not universal; some patients tolerate structurally different amides.	Les deux sont des anesthesiques locaux de type amide. La reactivite croisee au sein de la classe amide est selective et non universelle; certains patients tolerent des amides structurellement differents.				
ropivacaine	Local Anesthetics	Anesthesiques locaux	articaine	lower-expected	structurally-related	Articaine has a unique thiophene ring differing from the xylidine structure of other amides. Often tolerated in patients allergic to other amide local anesthetics.	L'articaine possede un cycle thiophene unique different de la structure xylidine des autres amides. Souvent toleree chez les patients allergiques a d'autres anesthesiques locaux de type amide.				
ropivacaine	Local Anesthetics	Anesthesiques locaux	prilocaine	uncertain	structurally-related	Both amide-type local anesthetics. Cross-reactivity within the amide class is selective and not universal; some patients tolerate structurally different amides.	Les deux sont des anesthesiques locaux de type amide. La reactivite croisee au sein de la classe amide est selective et non universelle; certains patients tolerent des amides structurellement differents.				
ropivacaine	Local Anesthetics	Anesthesiques locaux	levobupivacaine	higher-concern	structurally-related	Both pipecoloxylidide local anesthetics with very similar molecular structure. Higher concern for cross-reactivity within this subgroup.	Les deux sont des anesthesiques locaux pipecoloxylidides avec une structure moleculaire tres similaire. Preoccupation plus elevee de reactivite croisee au sein de ce sous-groupe.				
ropivacaine	Local Anesthetics	Anesthesiques locaux	chloroprocaine	lower-expected	structurally-distinct	Ester-type local anesthetic with entirely different metabolic pathway (plasma cholinesterase) from amide agents (hepatic metabolism). No expected cross-reactivity between amide and ester classes.	Anesthesique local de type ester avec une voie metabolique entierement differente (cholinesterase plasmatique) des agents amides (metabolisme hepatique). Aucune reactivite croisee attendue entre les classes amide et ester.				
mepivacaine	Local Anesthetics	Anesthesiques locaux	lidocaine	higher-concern	structurally-related	Both share a xylidine ring structure. Confirmed cross-reactivity in published case reports.	Les deux partagent une structure de cycle xylidine. Reactivite croisee confirmee dans des cas rapportes publies.		lidocaine; bupivacaine; ropivacaine; articaine; prilocaine; levobupivacaine; chloroprocaine		
mepivacaine	Local Anesthetics	Anesthesiques locaux	bupivacaine	uncertain	structurally-related	Both amide-type local anesthetics. Cross-reactivity within the amide class is selective and not universal; some patients tolerate structurally different amides.	Les deux sont des anesthesiques locaux de type amide. La reactivite croisee au sein de la classe amide est selective et non universelle; certains patients tolerent des amides structurellement differents.				
mepivacaine	Local Anesthetics	Anesthesiques locaux	ropivacaine	uncertain	structurally-related	Both amide-type local anesthetics. Cross-reactivity within the amide class is selective and not universal; some patients tolerate structurally different amides.	Les deux sont des anesthesiques locaux de type amide. La reactivite croisee au sein de la classe amide est selective et non universelle; certains patients tolerent des amides structurellement differents.				
mepivacaine	Local Anesthetics	Anesthesiques locaux	articaine	lower-expected	structurally-related	Articaine has a unique thiophene ring differing from the xylidine structure of other amides. Often tolerated in patients allergic to other amide local anesthetics.	L'articaine possede un cycle thiophene unique different de la structure xylidine des autres amides. Souvent toleree chez les patients allergiques a d'autres anesthesiques locaux de type amide.				
mepivacaine	Local Anesthetics	Anesthesiques locaux	prilocaine	uncertain	structurally-related	Both amide-type local anesthetics with similar aromatic ring structures. Cross-reactivity is selective within the amide class; limited data for this specific pair.	Les deux sont des anesthesiques locaux de type amide avec des structures de cycles aromatiques similaires. La reactivite croisee est selective au sein de la classe amide; donnees limitees pour cette paire specifique.				
mepivacaine	Local Anesthetics	Anesthesiques locaux	levobupivacaine	uncertain	structurally-related	Both amide-type local anesthetics. Cross-reactivity within the amide class is selective and not universal; some patients tolerate structurally different amides.	Les deux sont des anesthesiques locaux de type amide. La reactivite croisee au sein de la classe amide est selective et non universelle; certains patients tolerent des amides structurellement differents.				
mepivacaine	Local Anesthetics	Anesthesiques locaux	chloroprocaine	lower-expected	structurally-distinct	Ester-type local anesthetic with entirely different metabolic pathway (plasma cholinesterase) from amide agents (hepatic metabolism). No expected cross-reactivity between amide and ester classes.	Anesthesique local de type ester avec une voie metabolique entierement differente (cholinesterase plasmatique) des agents amides (metabolisme hepatique). Aucune reactivite croisee attendue entre les classes amide et ester.				
amoxicillin	Cephalosporins	Cephalosporines	cefazolin	lower-expected	structurally-distinct	Different R1 side chain from aminopenicillins. Cefazolin has a unique tetrazole side chain; cross-reactivity is not driven by shared R1 structures.	Chaine laterale R1 differente des aminopenicillines. La cefazoline a une chaine laterale tetrazole unique; la reactivite croisee n'est pas liee a des structures R1 partagees.		cefazolin; cefuroxime; cefotaxime; ceftriaxone; cefepime; ceftazidime		
amoxicillin	Cephalosporins	Cephalosporines	cefuroxime	lower-expected	structurally-distinct	Second-generation cephalosporin with different R1 side chain from penicillins. Negligible cross-reactivity in published data.	Cephalosporine de deuxieme generation avec chaine laterale R1 differente des penicillines. Reactivite croisee negligeable dans les donnees publiees.				
amoxicillin	Cephalosporins	Cephalosporines	cefotaxime	lower-expected	structurally-distinct	Third-generation cephalosporin with aminothiazolyl-methoxyimino R1 side chain dissimilar to penicillin side chains. Negligible cross-reactivity in published meta-analyses.	Cephalosporine de troisieme generation avec chaine laterale R1 aminothiazolyl-methoxyimino differente des chaines laterales des penicillines. Reactivite croisee negligeable dans les meta-analyses publiees.				
amoxicillin	Cephalosporins	Cephalosporines	ceftriaxone	lower-expected	structurally-distinct	Third-generation cephalosporin with aminothiazolyl-methoxyimino R1 side chain dissimilar to penicillin side chains. Negligible cross-reactivity in published meta-analyses.	Cephalosporine de troisieme generation avec chaine laterale R1 aminothiazolyl-methoxyimino differente des chaines laterales des penicillines. Reactivite croisee negligeable dans les meta-analyses publiees.				
amoxicillin	Cephalosporins	Cephalosporines	cefepime	lower-expected	structurally-distinct	Fourth-generation cephalosporin with distinct R1 side chain from penicillins. Cross-reactivity expected to be minimal.	Cephalosporine de quatrieme generation avec chaine laterale R1 distincte des penicillines. Reactivite croisee attendue minimale.				
amoxicillin	Cephalosporins	Cephalosporines	ceftazidime	lower-expected	structurally-distinct	Different R1 side chain from penicillins. Cross-reactivity rate below 2% with dissimilar side chains.	Chaine laterale R1 differente des penicillines. Taux de reactivite croisee inferieur a 2% avec des chaines laterales dissimilaires.				
amoxicillin	Carbapenems	Carbapenemes	ertapenem	lower-expected	structurally-distinct	Carbapenem ring differs from penicillin ring. Cross-reactivity rate below 1% in published meta-analyses of penicillin-allergic patients.	Le cycle carbapenem differe du cycle penicilline. Taux de reactivite croisee inferieur a 1% dans les meta-analyses publiees chez les patients allergiques aux penicillines.		ertapenem; imipenem; meropenem		
amoxicillin	Carbapenems	Carbapenemes	imipenem	lower-expected	structurally-distinct	Carbapenem ring differs from penicillin ring. Cross-reactivity rate below 1% in published meta-analyses of penicillin-allergic patients.	Le cycle carbapenem differe du cycle penicilline. Taux de reactivite croisee inferieur a 1% dans les meta-analyses publiees chez les patients allergiques aux penicillines.				
amoxicillin	Carbapenems	Carbapenemes	meropenem	lower-expected	structurally-distinct	Carbapenem ring differs from penicillin ring. Cross-reactivity rate below 1% in published meta-analyses of penicillin-allergic patients.	Le cycle carbapenem differe du cycle penicilline. Taux de reactivite croisee inferieur a 1% dans les meta-analyses publiees chez les patients allergiques aux penicillines.				
amoxicillin	Monobactams	Monobactames	aztreonam	lower-expected	structurally-distinct	Monobactam with monocyclic ring structure entirely different from bicyclic penicillins. Cross-reactivity below 1% in penicillin-allergic patients.	Monobactame avec structure monocyclique entierement differente des penicillines bicycliques. Reactivite croisee inferieure a 1% chez les patients allergiques aux penicillines.		aztreonam		
amoxicillin	Penicillins	Penicillines	amoxicillin-clavulanate	higher-concern	structurally-related	Same penicillin class sharing the 6-aminopenicillanic acid core. High cross-reactivity expected within the penicillin group.	Meme classe penicilline partageant le noyau acide 6-aminopenicillanique. Reactivite croisee elevee attendue au sein du groupe penicilline.		amoxicillin-clavulanate; piperacillin; piperacillin-tazobactam; cloxacillin		
amoxicillin	Penicillins	Penicillines	piperacillin	higher-concern	structurally-related	Same penicillin class sharing the 6-aminopenicillanic acid core. High cross-reactivity expected within the penicillin group.	Meme classe penicilline partageant le noyau acide 6-aminopenicillanique. Reactivite croisee elevee attendue au sein du groupe penicilline.				
amoxicillin	Penicillins	Penicillines	piperacillin-tazobactam	higher-concern	structurally-related	Same penicillin class sharing the 6-aminopenicillanic acid core. High cross-reactivity expected within the penicillin group.	Meme classe penicilline partageant le noyau acide 6-aminopenicillanique. Reactivite croisee elevee attendue au sein du groupe penicilline.				
amoxicillin	Penicillins	Penicillines	cloxacillin	higher-concern	structurally-related	Same penicillin class sharing the 6-aminopenicillanic acid core. High cross-reactivity expected within the penicillin group.	Meme classe penicilline partageant le noyau acide 6-aminopenicillanique. Reactivite croisee elevee attendue au sein du groupe penicilline.				
amoxicillin-clavulanate	Cephalosporins	Cephalosporines	cefazolin	lower-expected	structurally-distinct	Different R1 side chain from aminopenicillins. Cefazolin has a unique tetrazole side chain; cross-reactivity is not driven by shared R1 structures.	Chaine laterale R1 differente des aminopenicillines. La cefazoline a une chaine laterale tetrazole unique; la reactivite croisee n'est pas liee a des structures R1 partagees.		cefazolin; cefuroxime; cefotaxime; ceftriaxone; cefepime; ceftazidime		
amoxicillin-clavulanate	Cephalosporins	Cephalosporines	cefuroxime	lower-expected	structurally-distinct	Second-generation cephalosporin with different R1 side chain from penicillins. Negligible cross-reactivity in published data.	Cephalosporine de deuxieme generation avec chaine laterale R1 differente des penicillines. Reactivite croisee negligeable dans les donnees publiees.				
amoxicillin-clavulanate	Cephalosporins	Cephalosporines	cefotaxime	lower-expected	structurally-distinct	Third-generation cephalosporin with aminothiazolyl-methoxyimino R1 side chain dissimilar to penicillin side chains. Negligible cross-reactivity in published meta-analyses.	Cephalosporine de troisieme generation avec chaine laterale R1 aminothiazolyl-methoxyimino differente des chaines laterales des penicillines. Reactivite croisee negligeable dans les meta-analyses publiees.				
amoxicillin-clavulanate	Cephalosporins	Cephalosporines	ceftriaxone	lower-expected	structurally-distinct	Third-generation cephalosporin with aminothiazolyl-methoxyimino R1 side chain dissimilar to penicillin side chains. Negligible cross-reactivity in published meta-analyses.	Cephalosporine de troisieme generation avec chaine laterale R1 aminothiazolyl-methoxyimino differente des chaines laterales des penicillines. Reactivite croisee negligeable dans les meta-analyses publiees.				
amoxicillin-clavulanate	Cephalosporins	Cephalosporines	cefepime	lower-expected	structurally-distinct	Fourth-generation cephalosporin with distinct R1 side chain from penicillins. Cross-reactivity expected to be minimal.	Cephalosporine de quatrieme generation avec chaine laterale R1 distincte des penicillines. Reactivite croisee attendue minimale.				
amoxicillin-clavulanate	Cephalosporins	Cephalosporines	ceftazidime	lower-expected	structurally-distinct	Different R1 side chain from penicillins. Cross-reactivity rate below 2% with dissimilar side chains.	Chaine laterale R1 differente des penicillines. Taux de reactivite croisee inferieur a 2% avec des chaines laterales dissimilaires.				
amoxicillin-clavulanate	Carbapenems	Carbapenemes	ertapenem	lower-expected	structurally-distinct	Carbapenem ring differs from penicillin ring. Cross-reactivity rate below 1% in published meta-analyses of penicillin-allergic patients.	Le cycle carbapenem differe du cycle penicilline. Taux de reactivite croisee inferieur a 1% dans les meta-analyses publiees chez les patients allergiques aux penicillines.		ertapenem; imipenem; meropenem		
amoxicillin-clavulanate	Carbapenems	Carbapenemes	imipenem	lower-expected	structurally-distinct	Carbapenem ring differs from penicillin ring. Cross-reactivity rate below 1% in published meta-analyses of penicillin-allergic patients.	Le cycle carbapenem differe du cycle penicilline. Taux de reactivite croisee inferieur a 1% dans les meta-analyses publiees chez les patients allergiques aux penicillines.				
amoxicillin-clavulanate	Carbapenems	Carbapenemes	meropenem	lower-expected	structurally-distinct	Carbapenem ring differs from penicillin ring. Cross-reactivity rate below 1% in published meta-analyses of penicillin-allergic patients.	Le cycle carbapenem differe du cycle penicilline. Taux de reactivite croisee inferieur a 1% dans les meta-analyses publiees chez les patients allergiques aux penicillines.				
amoxicillin-clavulanate	Monobactams	Monobactames	aztreonam	lower-expected	structurally-distinct	Monobactam with monocyclic ring structure entirely different from bicyclic penicillins. Cross-reactivity below 1% in penicillin-allergic patients.	Monobactame avec structure monocyclique entierement differente des penicillines bicycliques. Reactivite croisee inferieure a 1% chez les patients allergiques aux penicillines.		aztreonam		
amoxicillin-clavulanate	Penicillins	Penicillines	amoxicillin	higher-concern	structurally-related	Same penicillin class sharing the 6-aminopenicillanic acid core. High cross-reactivity expected within the penicillin group.	Meme classe penicilline partageant le noyau acide 6-aminopenicillanique. Reactivite croisee elevee attendue au sein du groupe penicilline.		amoxicillin; piperacillin; piperacillin-tazobactam; cloxacillin		
amoxicillin-clavulanate	Penicillins	Penicillines	piperacillin	higher-concern	structurally-related	Same penicillin class sharing the 6-aminopenicillanic acid core. High cross-reactivity expected within the penicillin group.	Meme classe penicilline partageant le noyau acide 6-aminopenicillanique. Reactivite croisee elevee attendue au sein du groupe penicilline.				
amoxicillin-clavulanate	Penicillins	Penicillines	piperacillin-tazobactam	higher-concern	structurally-related	Same penicillin class sharing the 6-aminopenicillanic acid core. High cross-reactivity expected within the penicillin group.	Meme classe penicilline partageant le noyau acide 6-aminopenicillanique. Reactivite croisee elevee attendue au sein du groupe penicilline.				
amoxicillin-clavulanate	Penicillins	Penicillines	cloxacillin	higher-concern	structurally-related	Same penicillin class sharing the 6-aminopenicillanic acid core. High cross-reactivity expected within the penicillin group.	Meme classe penicilline partageant le noyau acide 6-aminopenicillanique. Reactivite croisee elevee attendue au sein du groupe penicilline.				
piperacillin	Cephalosporins	Cephalosporines	cefazolin	lower-expected	structurally-distinct	Different R1 side chain from penicillins. Cross-reactivity driven by side chain similarity, not the beta-lactam ring itself.	Chaine laterale R1 differente des penicillines. La reactivite croisee est determinee par la similarite des chaines laterales, pas par le cycle beta-lactame lui-meme.		cefazolin; cefuroxime; cefotaxime; ceftriaxone; cefepime; ceftazidime		
piperacillin	Cephalosporins	Cephalosporines	cefuroxime	lower-expected	structurally-distinct	Second-generation cephalosporin with different R1 side chain from penicillins. Negligible cross-reactivity in published data.	Cephalosporine de deuxieme generation avec chaine laterale R1 differente des penicillines. Reactivite croisee negligeable dans les donnees publiees.				
piperacillin	Cephalosporins	Cephalosporines	cefotaxime	lower-expected	structurally-distinct	Third-generation cephalosporin with aminothiazolyl-methoxyimino R1 side chain dissimilar to penicillin side chains. Negligible cross-reactivity in published meta-analyses.	Cephalosporine de troisieme generation avec chaine laterale R1 aminothiazolyl-methoxyimino differente des chaines laterales des penicillines. Reactivite croisee negligeable dans les meta-analyses publiees.				
piperacillin	Cephalosporins	Cephalosporines	ceftriaxone	lower-expected	structurally-distinct	Third-generation cephalosporin with aminothiazolyl-methoxyimino R1 side chain dissimilar to penicillin side chains. Negligible cross-reactivity in published meta-analyses.	Cephalosporine de troisieme generation avec chaine laterale R1 aminothiazolyl-methoxyimino differente des chaines laterales des penicillines. Reactivite croisee negligeable dans les meta-analyses publiees.				
piperacillin	Cephalosporins	Cephalosporines	cefepime	lower-expected	structurally-distinct	Fourth-generation cephalosporin with distinct R1 side chain from penicillins. Cross-reactivity expected to be minimal.	Cephalosporine de quatrieme generation avec chaine laterale R1 distincte des penicillines. Reactivite croisee attendue minimale.				
piperacillin	Cephalosporins	Cephalosporines	ceftazidime	lower-expected	structurally-distinct	Different R1 side chain from penicillins. Cross-reactivity rate below 2% with dissimilar side chains.	Chaine laterale R1 differente des penicillines. Taux de reactivite croisee inferieur a 2% avec des chaines laterales dissimilaires.				
piperacillin	Carbapenems	Carbapenemes	ertapenem	lower-expected	structurally-distinct	Carbapenem ring differs from penicillin ring. Cross-reactivity rate below 1% in published meta-analyses of penicillin-allergic patients.	Le cycle carbapenem differe du cycle penicilline. Taux de reactivite croisee inferieur a 1% dans les meta-analyses publiees chez les patients allergiques aux penicillines.		ertapenem; imipenem; meropenem		
piperacillin	Carbapenems	Carbapenemes	imipenem	lower-expected	structurally-distinct	Carbapenem ring differs from penicillin ring. Cross-reactivity rate below 1% in published meta-analyses of penicillin-allergic patients.	Le cycle carbapenem differe du cycle penicilline. Taux de reactivite croisee inferieur a 1% dans les meta-analyses publiees chez les patients allergiques aux penicillines.				
piperacillin	Carbapenems	Carbapenemes	meropenem	lower-expected	structurally-distinct	Carbapenem ring differs from penicillin ring. Cross-reactivity rate below 1% in published meta-analyses of penicillin-allergic patients.	Le cycle carbapenem differe du cycle penicilline. Taux de reactivite croisee inferieur a 1% dans les meta-analyses publiees chez les patients allergiques aux penicillines.				
piperacillin	Monobactams	Monobactames	aztreonam	lower-expected	structurally-distinct	Monobactam with monocyclic ring structure entirely different from bicyclic penicillins. Cross-reactivity below 1% in penicillin-allergic patients.	Monobactame avec structure monocyclique entierement differente des penicillines bicycliques. Reactivite croisee inferieure a 1% chez les patients allergiques aux penicillines.		aztreonam		
piperacillin	Penicillins	Penicillines	amoxicillin	higher-concern	structurally-related	Same penicillin class sharing the 6-aminopenicillanic acid core. High cross-reactivity expected within the penicillin group.	Meme classe penicilline partageant le noyau acide 6-aminopenicillanique. Reactivite croisee elevee attendue au sein du groupe penicilline.		amoxicillin; amoxicillin-clavulanate; piperacillin-tazobactam; cloxacillin		
piperacillin	Penicillins	Penicillines	amoxicillin-clavulanate	higher-concern	structurally-related	Same penicillin class sharing the 6-aminopenicillanic acid core. High cross-reactivity expected within the penicillin group.	Meme classe penicilline partageant le noyau acide 6-aminopenicillanique. Reactivite croisee elevee attendue au sein du groupe penicilline.				
piperacillin	Penicillins	Penicillines	piperacillin-tazobactam	higher-concern	structurally-related	Same penicillin class sharing the 6-aminopenicillanic acid core. High cross-reactivity expected within the penicillin group.	Meme classe penicilline partageant le noyau acide 6-aminopenicillanique. Reactivite croisee elevee attendue au sein du groupe penicilline.				
piperacillin	Penicillins	Penicillines	cloxacillin	higher-concern	structurally-related	Same penicillin class sharing the 6-aminopenicillanic acid core. High cross-reactivity expected within the penicillin group.	Meme classe penicilline partageant le noyau acide 6-aminopenicillanique. Reactivite croisee elevee attendue au sein du groupe penicilline.				
piperacillin-tazobactam	Cephalosporins	Cephalosporines	cefazolin	lower-expected	structurally-distinct	Different R1 side chain from penicillins. Cross-reactivity driven by side chain similarity, not the beta-lactam ring itself.	Chaine laterale R1 differente des penicillines. La reactivite croisee est determinee par la similarite des chaines laterales, pas par le cycle beta-lactame lui-meme.		cefazolin; cefuroxime; cefotaxime; ceftriaxone; cefepime; ceftazidime		
piperacillin-tazobactam	Cephalosporins	Cephalosporines	cefuroxime	lower-expected	structurally-distinct	Second-generation cephalosporin with different R1 side chain from penicillins. Negligible cross-reactivity in published data.	Cephalosporine de deuxieme generation avec chaine laterale R1 differente des penicillines. Reactivite croisee negligeable dans les donnees publiees.				
piperacillin-tazobactam	Cephalosporins	Cephalosporines	cefotaxime	lower-expected	structurally-distinct	Third-generation cephalosporin with aminothiazolyl-methoxyimino R1 side chain dissimilar to penicillin side chains. Negligible cross-reactivity in published meta-analyses.	Cephalosporine de troisieme generation avec chaine laterale R1 aminothiazolyl-methoxyimino differente des chaines laterales des penicillines. Reactivite croisee negligeable dans les meta-analyses publiees.				
piperacillin-tazobactam	Cephalosporins	Cephalosporines	ceftriaxone	lower-expected	structurally-distinct	Third-generation cephalosporin with aminothiazolyl-methoxyimino R1 side chain dissimilar to penicillin side chains. Negligible cross-reactivity in published meta-analyses.	Cephalosporine de troisieme generation avec chaine laterale R1 aminothiazolyl-methoxyimino differente des chaines laterales des penicillines. Reactivite croisee negligeable dans les meta-analyses publiees.				
piperacillin-tazobactam	Cephalosporins	Cephalosporines	cefepime	lower-expected	structurally-distinct	Fourth-generation cephalosporin with distinct R1 side chain from penicillins. Cross-reactivity expected to be minimal.	Cephalosporine de quatrieme generation avec chaine laterale R1 distincte des penicillines. Reactivite croisee attendue minimale.				
piperacillin-tazobactam	Cephalosporins	Cephalosporines	ceftazidime	lower-expected	structurally-distinct	Different R1 side chain from penicillins. Cross-reactivity rate below 2% with dissimilar side chains.	Chaine laterale R1 differente des penicillines. Taux de reactivite croisee inferieur a 2% avec des chaines laterales dissimilaires.				
